Course Code,Course Name,Description,Prerequisites
LING 311.,  Phonetics and Phonology.  4 Credits.,The purpose of this class is to introduce students to basic concepts of sounds and sound structure in language. Students will learn to describe sounds of the world's languages in terms of their articulatory and acoustic properties.Requisites:Prereq:LING 301.,Prereq:LING 301.
LING 312.,  Morphosyntax.  4 Credits.,"This course will introduce you to the building blocks that every language uses to produce an infinite number of possible utterances. Topics include: how words are formed, how they're combined, and how they relate to each other in phrases and sentences.Requisites:Prereq:LING 301.Additional Information:Social Science Area",Prereq:LING 301.Additional Information:Social Science Area
LING 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
LING 401.,  Research: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
LING 403.,  Thesis.  1-12 Credits.,Repeatable.Repeatable 99 times,
LING 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
LING 405.,  Reading and Conference: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
LING 406.,  Field Studies: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
LING 407.,  Seminar: [Topic].  1-5 Credits.,"Repeatable. Topics include history of linguistics, language contact, morphology, discourse pragmatics, conversational analysis, acoustic phonetics, psycholinguistics, language acquisition, applied linguistics..Repeatable 99 times",
LING 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
LING 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
LING 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
LING 411.,  Phonetics.  4 Credits.,"Explore how speech sounds are produced and perceived through the analysis of physiological, articulatory, and acoustic features. Learn about how sounds are acquired and change through time. Skills will be applied to clinical, educational, professional, and social settings.Requisites:Prereq:LING 311.",Prereq:LING 311.
LING 415.,  Semantics.  4 Credits.,Survey of the fundamentals of semantic theory from traditional formal logic to modern cognitive approaches. Additional coverage of fundamental notions in pragmatics.Requisites:Prereq:LING 301.,Prereq:LING 301.
LING 416.,  Language and Cognition.  4 Credits.,"How human thought is coded by language. Topics include meaning, categorization; linguistic units and speech behavior; language use and memory; language comprehension and production.Requisites:Prereq:LING 301orLING 302.",Prereq:LING 301orLING 302.
LING 420.,"  Language, Mind and Society.  4 Credits.","Exploration of the relationship between language, human cognition, and social dynamics.",
LING 430.,  Research Methods for Applied Linguistics.  4 Credits.,"Introduces students to a number of common research practices in the field of applied linguistics, including research design, ethics, and collecting and analyzing quantitative and qualitative data. Students will gain hands-on experience with analysis software to assist their research.Requisites:Prereq:LING 301.",Prereq:LING 301.
LING 431.,  Statistical Methods in Linguistics.  4 Credits.,"This course serves as a hands-on introduction to the state of the art in statistical analysis of linguistic data. Common pitfalls in statistical analysis and the challenges posed by linguistic data are reviewed. Topics covered are mixed-effects regression models, conditional inference trees and model averaging.",
LING 435.,  Advanced Morphology.  4 Credits.,"Learn how words are put together in the world’s languages. This course teaches about the basic building blocks for creating meaning in the languages of the world. It covers topics like prefixes, suffixes, compounding, the profoundly different kinds of grammatical meaning that different languages mark, and how words agree with each other.Requisites:Prereq:LING 312.",Prereq:LING 312.
LING 444.,  Second-Language Acquisition.  4 Credits.,Introduction to cognitive and social processes of acquiring second languages. Students cannot receive credit for both LING 440/LING 540 andLING 444/LING 544.,
LING 450.,  Introduction to Phonology.  4 Credits.,"Study of sound systems in language. Phonemic contrasts, allophonic variation, and complementary distribution in relation to lexical coding of words, phonological processes operating at the segmental and suprasegmental levels.Requisites:Prereq:LING 311.",Prereq:LING 311.
LING 451.,  Advanced Syntax.  4 Credits.,"Learn how sentences are put together in the world’s languages. This course explores the wide variety of human syntactic systems, and how people use those systems to create meaning. Topics include the grammar of word order, simple and complex clauses, tense systems, and discourse.Requisites:Prereq:LING 312.",Prereq:LING 312.
LING 460.,  Historical Linguistics.  4 Credits.,"Explore how language changes over time. Discover how all levels of linguistic structure—like phonology, morphology, syntax, and semantics—evolve and interact. Learn methods for reconstructing proto-languages, and explore what they can teach us about human history.Requisites:Prereq:LING 311.",Prereq:LING 311.
LING 491.,  Sociolinguistics.  4 Credits.,"Major approaches and frameworks to the study of sociolinguistics; social-cultural variation in language use and its relationship to change; attitudes about variations, multilingualism.Requisites:Prereq:LING 301orLING 302.Additional Information:Cultural Literacy: Global Perspectives",Prereq:LING 301orLING 302.Additional Information:Cultural Literacy: Global Perspectives
LING 493.,  Corpus Linguistics.  4 Credits.,"Corpus-based approaches to the study of natural, human language, focusing on the use of computer-based methods to conduct empirical analyses of written and spoken language. Developing skills in computer programming for linguistic analysis.Requisites:Prereq:LING 301orLING 302.",Prereq:LING 301orLING 302.
